"SA407918","SA408106","SA408314","SA408414","SA408530","SA408570","SA408706","SA408758","SA408843","SA408867","SA408946","SA409186","SA409398","SA409446","SA409590","SA409622","SA409662","SA409711","SA409775","SA409838","SA409891","SA410030","SA410054","SA410103","SA410118","SA410207","SA410263","SA410286","SA410310","SA410382","SA410383","SA410410","SA410503","SA410535","SA410566","SA410582","SA410742","SA410750","SA410758","SA410763","SA410859","SA410883","SA410899","SA411042","SA411189","SA411209","SA411241","SA411261","SA411305","SA411397","SA411406","SA411454","SA411578","SA411721","SA411745","SA411769","SA411833","SA411923","SA412003","SA412076","SA412212","SA412367","SA412455","SA518603","SA518615","SA518633","SA518665","SA518689","SA518695","SA518704","SA518709","SA518712","SA518716","SA518724","SA518765","SA518806","SA518817","SA518854","SA518868","SA518878","SA528670","SA528676","SA528687","SA528693","SA528695","SA528697","SA528755","SA528761"
4.90288234231585,5.45030487308927,8.64383512841934,9.21044171173384,7.18194775610927,4.76524392595945,6.77757577907059,3.28369436037976,8.6663523383037,4.76821372165764,6.98379850818156,6.22486365209069,9.57003281179165,4.94512974436594,6.21619298760065,7.86033683191995,9.44042668733133,7.71345912331844,8.16709945706979,3.67798797798031,5.89485474402141,7.58704257313757,6.45499417365603,6.00670060627851,7.12752961772212,5.2096924696337,8.8769076599015,10.9358840726202,3.58013264730862,3.97877683095679,7.54920802988707,6.10227007766402,6.66354649457573,7.87131215115254,3.89581674904951,8.35449991322215,3.16670508948385,7.53351438152079,2.3370739482588,5.84325801617754,5.93925445698426,6.8697366748394,7.12012324772867,8.62509801323873,7.62091940676125,7.68021749237319,3.91396047835622,7.9557097684647,6.24487851523572,8.04513235127868,5.31001435645995,7.55531810598454,4.75993454912989,6.87184578357932,7.80912281811996,4.64372002900381,4.09410210473138,5.0302083316814,7.89752133257636,7.27408647448153,8.79632681498309,3.80368833467777,6.90128802513379,8.8188609419761,5.79599413782125,5.10170431750149,5.90728052521205,2.56322598680578,4.79053649675031,6.34076704204973,4.68862143576785,7.45723255089726,5.23194519987488,2.70521194581841,4.35982860870347,6.53918183412494,4.97318142082914,5.65307854141265,4.90288234231585,5.17029117606751,3.39137750475628,9.38688184883395,8.0734144307694,3.6315524020614,3.05234247796767,8.52687067702979,3.01436520118664,5.48487500772926
1.85676093271795,1.79465333627049,1.95335158439241,1.82451838830249,1.80845867496538,1.73203541711803,1.9088080007726,1.90630354991661,1.97540272204338,1.85673290482206,1.84763684696949,1.59288164577811,1.80695521524458,2.0367996731967,1.71197164073787,1.91883034866571,2.14354029897892,2.86972540543802,1.94241102286585,2.32484301273574,1.60344981022824,2.07157258260079,1.87552997650045,1.95035598823635,1.84575902673066,2.02074861962417,2.22764668557477,1.8867479489082,2.01312510398387,2.3129785404688,1.90744593370046,1.94751491322823,2.23851409193428,2.22359944853191,1.95841601606587,1.76250930776729,2.12344300600989,1.7180521606713,2.04277106862653,1.96249154754672,2.01198705283328,2.34665538474033,2.13336781360445,1.86456838179596,1.91180996751464,2.0048509768514,1.75059673688602,1.85173758109867,2.03289547343175,2.16806234345778,1.72871463614865,2.71054791978922,1.97111604958867,2.46019693257108,2.15323273130265,1.96426667567793,2.38972303778461,1.70292366256197,1.72196847728172,2.14248721368045,2.02928831593374,1.63342904810425,1.99519288943425,1.69717916212622,2.03722355184627,1.9962928762666,2.20655660462449,2.13073191555491,1.96217776111848,1.92468206375033,2.6637606273954,1.6496454014226,2.06940952925396,2.27484376128779,1.65797438102009,1.82299146448697,2.13764858820157,2.45009968615704,2.42424999529326,1.78935233632845,2.22316727777634,1.99410188717741,2.06729496017216,2.02552821737693,1.95030460712153,1.7304334925072,2.43509757854039,2.15607709856588
4.48539477266484,4.09792958414058,5.21037322738506,6.08527904770832,3.91580753271424,4.44248027647054,4.84258939793541,4.40326046747465,5.02858306921569,5.62619324060312,4.7892991790344,4.26941169248202,4.59549148436327,4.3134301934948,4.18872774504184,6.13705256228261,5.57515087362878,5.70302315756333,5.19679930348932,3.98605179215722,5.20992599406329,5.67351497910651,5.79957443856174,4.9005372777729,5.17413217120813,3.76757666321379,5.29941205868989,5.87539429478833,4.951284916729,4.35452686319499,5.49907393023933,3.87501344756567,4.18609953115146,5.48260452033329,4.31496388305177,5.49138679768304,4.15032779692409,6.06560862862034,4.55271909083531,5.37615176632097,5.20133847944139,4.61900237203921,4.43889641835872,5.60299464777237,5.05638562256021,5.99860873644819,4.66480773445756,5.30032918823155,4.84550662600491,4.59536776016648,4.55132124405496,5.11764189870274,4.55242491897044,4.24010246802949,5.02873025547026,4.90410220807031,4.29413163091453,3.9947417181425,4.9378484883057,4.94252115555773,6.16539765058266,5.02945367593746,4.33068068174806,5.18367215544336,4.63856337636456,4.13272411168042,4.19840406682919,4.65381566997807,4.64315829297832,4.86527479860731,4.70053531432531,5.1901705431492,5.20954027981672,4.62012518661248,4.31446506090349,4.9487601190984,4.23440048871539,5.26537310255434,4.83683053287428,5.60837909801312,4.84682264747825,5.46095614449955,5.08814736390574,4.54962863455507,4.46382765027426,5.41738256771343,4.8763381687753,4.74421155762205
3.40655628670745,4.85041161473325,4.72707654160621,3.0869878107119,2.86399214730332,2.30954216864133,3.07550423791033,3.70244939564238,2.09124279642389,3.46170181216504,2.51480139400887,4.67831943567352,4.30162220635026,4.01216661419949,2.1175974743899,4.74911988444875,2.98556915058386,4.21782967640696,2.25427558986775,4.0839423862756,4.9321298638543,3.64603590738562,3.62796015304954,4.82126538930113,2.41392774466332,2.10640836184426,4.81756821057732,3.84527566613015,4.86028154396734,5.83647448606943,2.65553093820226,2.24189470606631,4.64702841568128,4.18675650219697,3.34878960877821,2.00819496539453,2.3912919115577,3.34425921715324,3.11947222062635,4.23498898886034,2.96879695363016,3.34040534659305,2.8651497066851,3.48253051179243,2.82642897183087,5.1858720686098,3.56871451955628,3.30650250400748,3.44171773930018,2.58714851309597,3.39009976951036,4.26676033980362,4.24691267260493,3.58926878520292,4.04541390640269,3.23979011920923,2.70895272860837,2.48156894967961,2.31121843341577,2.12540454800259,2.60711308552049,4.40588575956105,3.63752611342423,3.55220415845558,4.93811656394962,2.54275936133068,2.95665687182357,4.6103640804343,3.32780452803419,3.66679180442502,3.9155447163342,2.5146988642865,5.16328304676478,1.89708361849349,3.75549637711524,2.48947626176419,2.47113344746679,4.27190213817777,3.45070334706753,2.63223420302844,2.94070619900319,2.39849028906685,3.62678674040994,1.93466900113961,2.37442259078239,3.39218882338375,2.40284684252093,2.63319695334925
5.45478554888921,4.16019651638618,4.13895126440206,6.12028359762021,3.2359068052739,4.10429998588326,4.982228851162,3.35310697225853,4.15447948054918,3.43158914561031,5.84389398887033,4.1797574889248,5.43792000979953,2.92204015630333,6.87758079492946,6.19193355921207,5.59207215108739,5.50340553971165,5.0583085191012,2.99234321628743,4.02508238416597,5.19876565730344,4.7091915894484,4.92197352647075,3.94930115165507,4.66914129501544,7.03220376686597,6.66980844114168,2.97589075602067,3.56356578819972,4.95486460122884,5.07507638805215,2.46165358995085,5.42108273051091,7.00598527222624,5.83895329244509,3.14373223656915,5.14894361455702,5.78317212639869,3.45146622385765,5.88755223840193,3.7866382266579,4.27516736029596,5.4525568093389,6.64320368348288,4.92491495395751,2.97925380773122,5.39054958066117,5.1818351319721,6.4306418873945,5.03795106095758,5.20471971262621,4.3812254445439,3.13571158554682,2.89609145328251,5.11085757701681,2.72940739589712,4.69438378004336,5.46404809723098,5.65968263978941,6.2674069895858,4.01853528577925,6.13944850384646,5.74470074037923,3.11170039983533,2.70144167176423,4.28888449868717,3.04497443479914,2.26455601834181,3.26415157322832,5.06792259733253,4.44796526427993,3.97842129482673,3.07239720869854,6.15420768934,6.05590720473354,3.3750474472157,3.6919173071733,6.27328227824887,3.83185776308536,3.11975639333037,5.1515524004059,4.38227347027853,9.38654669417592,2.87030136158888,5.04101704460525,6.29992231192698,3.28280066913682
4.06064417834632,4.61274738282703,4.82829408314665,6.59354221165667,2.28226772149135,2.80402074845274,5.52152536852138,2.63432835306914,2.6800168340378,2.51442104063857,6.49549796740755,4.52522344004375,4.08233463457702,4.61973567996843,5.11591814796194,2.85697624055169,3.63132440752277,3.24837874566244,2.6461461289617,6.54682090327514,2.17754114875909,2.332164413142,3.36731923158889,6.55300762093466,3.24457228795793,2.28785326651606,5.54590793379297,3.29380624351259,2.08842718469844,5.34369440657952,2.11772682370448,2.63672898662011,6.21068849622206,2.95341966919319,3.43255238706222,3.009814263155,3.39516551708299,2.7915504979172,3.4327158751936,6.01748557752151,1.99281378579368,2.99910526230553,2.53927745063979,5.91212625608659,6.28767268417617,5.12994726573529,3.10449689627299,3.75589354796302,5.03170601243439,2.2496275608891,3.7730082850955,2.62176985296725,3.41811661380693,3.8425090713753,2.83949273819375,2.45748427941213,2.91070024488305,2.81929659702475,3.60978499196991,2.72417361835791,3.01064701961206,6.49297000842021,3.28275119240858,4.19859343107709,4.45432651897054,3.08919731132446,3.69073546102933,4.96344293818459,1.99227727338252,2.57093138826779,7.63386534008385,2.9275811187257,4.68452353223745,3.71393481187473,8.14318097301099,2.41226212258715,2.40863971886273,5.96745005494836,3.09530539159897,1.95893125276688,4.56503131908764,2.62399138612538,4.83816562607891,2.70649387797016,2.48956901426776,3.19178723728599,3.42881337594815,2.37017369563103
3.33133544054312,3.10249541836964,3.59700414934127,3.01039299277561,3.72078274966715,3.41286694559173,3.2949761722545,3.3641324673545,3.30957917091989,2.68148805854219,4.44598089864694,3.0956878755245,3.88399499731521,4.74196350137819,3.50868364464803,2.97175721726687,2.83746525973805,3.245625133965,3.22168021148947,2.75292600619685,2.91717544513297,3.62472251413575,3.49676585947004,3.30076241493084,2.78007276555343,3.49155101826804,2.92868284767581,3.28051882567583,3.70641314974932,3.09893394189011,3.48181473049996,3.15337895345989,2.85826639334362,2.85491395681809,3.02796418646731,2.62907993546211,2.41321223940991,3.26225526369042,2.91723799796659,3.30107915911498,2.48421807360088,3.04342503927057,2.52592996043644,3.21421676315045,2.94539476230578,3.13732918263506,3.11720093638592,2.71318258231364,3.46269186881454,2.76087224076558,2.71517980771125,3.01909660003939,3.48232139606183,3.27672407109994,2.62388899708507,3.06581347795403,2.42942251433376,2.62317919122525,3.09773058083414,3.29206257568801,3.28607223054445,2.69209882725904,3.12713692888007,2.53188416511007,3.36938933635238,3.0574502903469,2.85976124556193,2.66325305812903,3.05192574260828,2.94139707830798,3.07705462224554,2.60836799266235,2.63724509612328,2.48192464766661,2.53480308668411,2.81258068533306,2.93638014451863,2.89911382149535,3.17141272267519,3.67981233587293,2.47174648383523,2.31658734439215,3.06420042586104,3.66247130435605,2.75061583799197,2.38848311182863,2.99371217804178,3.24181182669818
2.22199000619145,2.66547382600741,3.149005029832,2.30659049562419,2.25040905041182,2.35452536301594,3.69054600353391,2.85107227169209,2.34377151089175,2.40636157124744,2.24519087603367,2.43889692737456,2.55540656155538,1.92611872838892,2.26405008460072,2.91262164210105,3.03155815293727,2.36513043670534,2.19379479369891,2.99536563938985,2.6117283134417,2.98137267274563,2.18547906346362,2.32678277473956,2.76506899461585,2.33350323208358,3.24725919120061,3.11084961853725,3.61689856004777,3.01965075270194,2.29289554703668,2.49322834462491,2.30212768209784,2.74337665453654,2.73019713618252,2.28149721706446,2.68968715285899,3.30494454337035,3.38815224423688,3.47398517414446,3.78171682108136,2.11062211441149,2.71281359669513,3.3022060363111,2.82678529290709,3.57110018638252,3.56813491837159,3.11332109934738,2.49598550017271,2.62958666341128,3.00792946476309,2.88401501935433,3.7588038743029,2.12343481946079,2.33081546489838,2.35728965120518,2.78783772305641,2.41585387157916,3.01633164162092,2.47747231157027,2.25722536733144,3.86273780677368,2.97057527205665,3.34032281556066,2.86961190399243,2.55914168171522,2.61647036409417,3.31635366903522,2.93169193620218,2.64548795611182,4.06106527935757,3.04077053876743,3.31330382859982,1.85393231163274,3.04125857731613,2.72628843941665,2.4533392446293,3.3261010013822,2.69757646375099,2.82796999328882,2.82670411441419,2.11816608984095,3.30555858626151,2.30356580663735,3.0290442780262,3.11957444934399,2.82272106807886,2.66945239835762
5.88540892851208,3.53874372916076,2.54939734547213,7.20140224010246,3.96222392195766,3.53871357495253,2.07763918288041,3.22893562742349,5.80428176217124,2.29064399603748,5.58755043720044,3.60779800049708,5.81774637800356,4.24326257393106,2.32813738021876,3.16218771705287,4.41747398178663,4.57749271042922,4.01242562406324,2.23948188277944,4.76280427709647,3.55070123628935,3.74184734635717,3.92249321895159,6.83436424644481,3.3697369413379,3.97285468824653,5.41759011054556,4.69234016562837,6.00840548604985,2.98999546308792,5.29565552649538,3.77827746117964,6.881317333176,4.94190236809498,5.99727117634587,3.01278278195661,7.2409026515321,3.52705968022873,3.02825784418802,2.99999152351352,4.5541136960975,6.71687811271564,4.6515380264303,4.01303737351608,4.39653266947563,3.2549185178305,3.92625046187741,6.67595974197091,4.21436334018813,6.10342255082129,5.95830197083449,5.15526797213511,4.06911260324982,4.37064656737387,7.37299567585814,4.64817153004345,3.89475426036239,4.23098328200247,3.36279348447971,5.70058879712627,3.32005648824955,4.15497695262241,5.99934998378929,3.50993155249508,2.99395156138348,4.04626123541535,3.61213906245383,3.74990117223941,5.90757802229779,3.82863409298727,3.73255551627926,5.65314179292965,3.95931973909713,3.92431340910443,7.00401002597436,3.86105475251352,3.25717718021753,6.3437780136696,5.52472187014711,3.35615223551505,6.14923898620561,5.21155609825677,2.24749886472302,3.44720643932042,6.64970349208325,5.53272879435849,5.32990183133276
3.48734075560089,4.72380275877822,4.18618061339144,3.80500392308407,3.67640036902896,3.35513714234335,5.08715290078368,5.78946511709067,3.14161065030047,4.2678836729455,3.75656870215323,4.02097371471852,4.71512487845859,3.81837265962361,3.38236997612197,4.7053386349132,3.82293319189385,5.09455609444209,2.94204274025121,4.92121704008982,4.07884369210706,4.17979008504328,3.41316568916841,4.0846513157207,3.29287760849704,3.52124722279925,4.60852686801589,3.95381652302314,3.91087888117735,5.61561590088005,3.07083975515236,2.58091187512187,4.24751765226022,4.14421082883021,3.78107119409534,3.77214532822132,2.83739350423062,4.56634212467208,3.28223650177472,4.67800740333575,2.90478617771709,4.08422152264833,3.58215001147476,3.86906953445364,3.71913641968642,4.80750724886657,3.65584625646371,3.25740551130425,2.99617560905464,2.92381552428764,4.21861347953328,4.72509980328447,3.52600169933506,3.77837782698368,3.55051644938487,3.39174559632674,3.25536628095124,2.90790860504045,3.56785066641591,2.10291146320023,3.05403895954792,4.84907820670168,3.70394894425572,3.52040253592918,4.34620521114775,2.35335367325422,4.28700688854923,4.28652681809814,3.5898339779234,4.08807076454104,5.45078685594213,4.10853364104997,4.7268913133539,2.74693343030988,4.33089041973341,3.05287941475033,3.5678838074692,4.60839043398117,3.64377550185046,3.85207718485377,4.07513778423322,2.52709752790076,4.95835400539333,2.81301705572647,2.69251346696814,3.89491040617638,4.00867990558642,3.80529663381045
