Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
Dijk_ERR2603466	0.00492248351393965	0.00000000000000000	0.00000000000000000	0.16562146904849953	0.00000000000000000	0.17126686217196091	0.02591368039627297	0.00000000000000000	0.01990649754502436	0.00000000000000000	0.03092903482543576	0.01395312713452234	0.00839172919326324	0.10184906797181033	0.11820940653703277	0.16705339477568765	0.06278295159862050	0.03540297551002373	0.04950614267629340	0.00000000000000000	0.00253639103565865	0.02175478606595418	0.00000000000000000	0.67255523903963244	0.77294677057549788
Dijk_ERR2603467	0.03150035441520291	0.00000000000000000	0.01203646987417795	0.08535783650347464	0.00000000000000000	0.22073973141595787	0.00000000000000000	0.01574662414608135	0.03814992605333600	0.00000000000000000	0.01727853648567527	0.01479538048293483	0.00272650848317690	0.07186142168778167	0.05204730871333885	0.21312937475043839	0.02241696512735896	0.03006037116742386	0.14662754433284095	0.00000000000000000	0.00988464398037586	0.01564100238042383	0.00000000000000000	0.77561919617255426	0.73325734358244277
Dijk_ERR2603468	0.04728052888890479	0.00460783200232353	0.00000000000000000	0.05941652694211078	0.00000000000000000	0.20863196822072910	0.03697284374472763	0.04876033028907403	0.01992715231596807	0.00000000000000000	0.02746872991477041	0.00000000000000000	0.00238486062075563	0.08533897740732345	0.10191722004575629	0.17544398873388442	0.06816100750042581	0.00000000000000000	0.10555295095672737	0.00000000000000000	0.00000000000000000	0.00813508241651861	0.00000000000000000	0.82191081767518448	0.70708561328247854
Dijk_ERR2603469	0.03052067833662233	0.00000000000000000	0.01359267327288883	0.01665429868749383	0.00000000000000000	0.24635094486473810	0.00000000000000000	0.01912727562620448	0.03036736139169885	0.00000000000000000	0.03347533947664921	0.00000000000000000	0.00000000000000000	0.20144697782058779	0.03222646255259701	0.14962690190030964	0.00903680014355419	0.00000000000000000	0.00000000000000000	0.09662769053055736	0.00000000000000000	0.12094659539609845	0.00000000000000000	0.82100275408313028	0.67323754956081949
Dijk_ERR2603470	0.01901968405354243	0.00598210295671809	0.00072280974209232	0.11404960084826150	0.00000000000000000	0.13302651149654215	0.00000000000000000	0.05903785427740491	0.06032596166281080	0.00000000000000000	0.01271034833262339	0.01819049877873438	0.00790266639754796	0.14781400844255058	0.09276424468659325	0.19087306169096829	0.03646422968134187	0.00000000000000000	0.08594782572450713	0.00000000000000000	0.00139815032991852	0.01377044089784223	0.00000000000000000	0.67201269485333770	0.77965456681968270
Dijk_ERR2603471	0.01103635259430784	0.00092868350442297	0.00343991966458915	0.05241712606740478	0.00000000000000000	0.19600243164649150	0.01235128473763465	0.00682897862259611	0.02063624930020770	0.00000000000000000	0.02088543076444693	0.00000000000000000	0.08012851570943864	0.10391294204405696	0.02012824335036689	0.25753167570108437	0.03169689098263079	0.00966474543275830	0.12488795079848143	0.00000000000000000	0.04615141285110316	0.00137116622797756	0.00000000000000000	0.76458223009835802	0.73710129169114569
Dijk_ERR2603472	0.00000000000000000	0.00097867887838532	0.00000000000000000	0.04540279548711656	0.00000000000000000	0.16988821188324310	0.00323852193950431	0.01184059685963095	0.00018439895169109	0.00000000000000000	0.02809183464625645	0.00000000000000000	0.00589321311865463	0.24097225336662748	0.02684289667042988	0.35075066333773097	0.00772894166896361	0.00000000000000000	0.06565961179337741	0.00000000000000000	0.02968902200117382	0.01283835939721437	0.00000000000000000	0.78794294292472133	0.68017613714747238
Dijk_ERR2603473	0.04590284807868900	0.01528926450588076	0.00000000000000000	0.02575971472762213	0.00000000000000000	0.21282430570421018	0.00357487110648797	0.02936368602511379	0.02536925460774291	0.00601461936947188	0.02215241996905086	0.00000000000000000	0.02180591889141270	0.11500028595623892	0.02759249345901632	0.21060356887227691	0.06159271272984565	0.05339678947559271	0.05076384525899454	0.05403586905384404	0.00915802666725602	0.00979950554125261	0.00000000000000000	0.81588095664291416	0.70873290737298766
Dijk_ERR2603474	0.00407410481512636	0.00072528317888090	0.00000000000000000	0.03114422801396334	0.00000000000000000	0.08644774525437357	0.01715845915720875	0.00000000000000000	0.02157816919376001	0.00238962426657291	0.02861524943681869	0.00000000000000000	0.00000000000000000	0.11305695677285939	0.02220855921867371	0.31853915933718285	0.12029581711560879	0.01784770022089787	0.09125795043528973	0.00000000000000000	0.02809877805290894	0.09656221552987442	0.00000000000000000	0.67331513698455392	0.76964724476393176
Dijk_ERR2603475	0.05050911593489012	0.00000000000000000	0.00000000000000000	0.06988300479276063	0.00000000000000000	0.13281843740042390	0.02558205327091541	0.06283120920550933	0.03310990681000932	0.02568334914641477	0.00000000000000000	0.01997982791642063	0.00000000000000000	0.05488894023593474	0.10555129617252940	0.20488245514713255	0.07875180059949448	0.00000000000000000	0.09246305912970024	0.00000000000000000	0.00000000000000000	0.04306554423786457	0.00000000000000000	0.65060802161707354	0.79768939122600369
