Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
PACA_AU_array_SA407918	0.00131595840290441	0.00000000000000000	0.15227396606538579	0.00000000000000000	0.00000000000000000	0.20467982176000929	0.03540250386891250	0.00168268035565370	0.00000000000000000	0.23899174088466016	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03881864094195966	0.06934500841566628	0.11565067481060080	0.01627274012181168	0.00000000000000000	0.12432316197968181	0.00000000000000000	0.00000000000000000	0.00124310239275408	0.00200000000000000	0.71364685077997136	0.75357109267255906
PACA_AU_array_SA408106	0.00000000000000000	0.00000000000000000	0.12403550907350665	0.00000000000000000	0.00000000000000000	0.28373868726380880	0.01458091606318798	0.00000000000000000	0.00000000000000000	0.12847849854188995	0.00000000000000000	0.00000000000000000	0.02734543845021627	0.08526433663554182	0.04141842704792965	0.11982674397081357	0.02283114712995831	0.00477806292999314	0.14770223289315387	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00200000000000000	0.62224115447823602	0.81339332323677582
PACA_AU_array_SA408314	0.01688581319664277	0.00000000000000000	0.05471785646600591	0.00000000000000000	0.00000000000000000	0.27225721912649564	0.01797860897703946	0.01129531119416830	0.00000000000000000	0.09899800973455523	0.00865518044543149	0.00000000000000000	0.00907740586706798	0.14514844605218161	0.05149094132260633	0.14920462527259296	0.05997955548218244	0.00059813083946314	0.09582534339461417	0.00000000000000000	0.00000000000000000	0.00788755262895250	0.00200000000000000	0.59651321300413707	0.82501409417922511
PACA_AU_array_SA408414	0.00000000000000000	0.00137398638742163	0.00463539648220153	0.00000000000000000	0.00000000000000000	0.21275177210389595	0.00000000000000000	0.00542746669720826	0.00308690585087516	0.04988676275405736	0.00583019588289206	0.00000000000000000	0.05027781325417689	0.20045904228728936	0.00736662866982610	0.27900670727507682	0.04632484061080834	0.01086852180611725	0.11626620835334776	0.00000000000000000	0.00000000000000000	0.00643775158480545	0.00200000000000000	0.71173341920902922	0.74697656885267139
PACA_AU_array_SA408530	0.00407029418437573	0.00000000000000000	0.08242660372664756	0.00765899692429408	0.00000000000000000	0.11500270105328932	0.04073114176004244	0.05930613334743978	0.00000000000000000	0.02098307354426161	0.04688081579735744	0.00000000000000000	0.00000000000000000	0.28167908682027237	0.11094342944268101	0.13340503629016848	0.00610689630706720	0.00000000000000000	0.09080579080210296	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00200000000000000	0.71465018975408823	0.74522615799102643
PACA_AU_array_SA408570	0.01748940370162867	0.00000000000000000	0.00994685229239258	0.00000000000000000	0.00000000000000000	0.15854054435083059	0.00495508711066717	0.02726368697124558	0.02148940613830759	0.00000000000000000	0.07950649426321595	0.00000000000000000	0.02131670268398187	0.19927255317429424	0.02654353768562910	0.17883099323516713	0.08377414716461852	0.01174011725865060	0.15933047396937058	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00200000000000000	0.40493455321686594	0.91407313484444097
PACA_AU_array_SA408706	0.01307798059858601	0.00000000000000000	0.00000000000000000	0.01235338984501069	0.00000000000000000	0.24426767939173308	0.00000000000000000	0.00000000000000000	0.02856735094814472	0.00000000000000000	0.01710573351044253	0.00424897771539792	0.06161886074999096	0.13645654151516778	0.02807186463820699	0.26511682459905705	0.07567763643528644	0.03394152240778666	0.07317897780097414	0.00000000000000000	0.00000000000000000	0.00631665984421505	0.00200000000000000	0.50853988922147553	0.86432936379127223
PACA_AU_array_SA408758	0.01756253401004785	0.00000000000000000	0.02413775425398624	0.00000000000000000	0.00000000000000000	0.31157145365251032	0.01966892714058284	0.01538116573796187	0.00000000000000000	0.16307335931312994	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.05980860060649596	0.11295384072911460	0.09358581477079775	0.03784243010749554	0.00000000000000000	0.14441411967787718	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00200000000000000	0.43981505108703922	0.89723461126157189
PACA_AU_array_SA408843	0.00000000000000000	0.00393367445195339	0.13809452942332426	0.01247851019225158	0.00000000000000000	0.18434360701484642	0.04327552140683384	0.05064851584027465	0.02460658378897523	0.07157505691446291	0.03315509458577591	0.00000000000000000	0.00188490233521430	0.07596221032111379	0.15444572644298055	0.12536519721892417	0.00510880717333435	0.00000000000000000	0.06131726576188014	0.00104106089861483	0.00000000000000000	0.01276373622923974	0.00200000000000000	0.59642901868174758	0.81730199199434694
PACA_AU_array_SA408867	0.00664350077642535	0.00008484067969657	0.01136414779365079	0.00373138863925479	0.00000000000000000	0.00969097499726991	0.01732894462536108	0.00526921227369880	0.00979552473615225	0.00774228719558075	0.04789966506210500	0.00000000000000000	0.00000000000000000	0.62004226715760280	0.00853405255127222	0.23820240258927874	0.00000000000000000	0.00000000000000000	0.00465194993856893	0.00647587169314802	0.00254296929093396	0.00000000000000000	0.00200000000000000	0.81364455316450557	0.58808243707484809
