Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
Moffitt_GEO_array_GSM1844105	0.14336286409395738	0.00000000000000000	0.00447949715840891	0.12978835748721745	0.16076506142882838	0.21309065817396156	0.01206821008233614	0.00000000000000000	0.04982571306230683	0.00000000000000000	0.00000000000000000	0.04530388183828156	0.00000000000000000	0.16909362525659152	0.00958390093596599	0.04024949291032182	0.00207405439777160	0.00454164824845094	0.00000000000000000	0.00797021170517533	0.00780282322042466	0.00000000000000000	0.00200000000000000	0.75995800418560544	0.69949983130393145
Moffitt_GEO_array_GSM1844106	0.00371004797106772	0.00494766245744222	0.06046127241746584	0.15719391195095306	0.00000000000000000	0.06668589866807470	0.05653749860126054	0.00046830940685832	0.00310602139972511	0.00000000000000000	0.02295923741022038	0.00937375086807909	0.00553213041615551	0.39219409261483773	0.01307260997424070	0.16778944076060534	0.00000000000000000	0.00000000000000000	0.01445206130245297	0.00676090773829247	0.00490659764801655	0.00984854839425202	0.00200000000000000	0.82486815102504496	0.64437608320483264
Moffitt_GEO_array_GSM1844107	0.00325299292283877	0.01357935782114056	0.04761679567849210	0.07712794737054886	0.00121544925934474	0.06198051209325250	0.07501984869911110	0.01797218189676776	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.11585033901661337	0.01912915121299990	0.24690524081011769	0.06610399729001273	0.19925180909956663	0.00000000000000000	0.00309384844076825	0.00000000000000000	0.02407254032583681	0.00346133502014324	0.02436665304244490	0.00200000000000000	0.68830015080731577	0.75429939772355548
Moffitt_GEO_array_GSM1844108	0.00566452960166513	0.00653386594783854	0.01848639728014112	0.04725264768646373	0.01283090295542524	0.06942777721035659	0.00000000000000000	0.02204663746997457	0.04015924797645084	0.00000000000000000	0.00000000000000000	0.06220963041505108	0.17268106324380517	0.27986407964210780	0.00389895090030393	0.18048713368221725	0.00040172608551853	0.01098788315937291	0.00000000000000000	0.05665557148516646	0.00402903896283197	0.00638291629530920	0.00200000000000000	0.67855505736792221	0.75900218162892541
Moffitt_GEO_array_GSM1844109	0.04630360519777393	0.00000000000000000	0.00514061056608217	0.07862741982395291	0.00000000000000000	0.15261002651515090	0.02184244329936152	0.04313142752234684	0.00389076817564249	0.00000000000000000	0.00000000000000000	0.07444435718827437	0.04460747199767751	0.13648013374156259	0.00000000000000000	0.22116894836804005	0.00884884855202490	0.05123477453892793	0.09566152569427708	0.00000000000000000	0.01600763881890465	0.00000000000000000	0.00200000000000000	0.40387354477737281	0.91423989958357765
Moffitt_GEO_array_GSM1844110	0.03343715578042807	0.00000000000000000	0.00372495898444062	0.10224192555287429	0.00000000000000000	0.12911596061940817	0.01721012482695249	0.05319219818942943	0.06726326127051030	0.00000000000000000	0.00000000000000000	0.07087157098422098	0.04142478260517666	0.10672621259051635	0.01167699741619176	0.26738062890097020	0.01123356728240193	0.01409293354480161	0.04963235065395980	0.00000000000000000	0.01422606223751995	0.00654930856019735	0.00200000000000000	0.42140415761132005	0.90617765741199852
Moffitt_GEO_array_GSM1844111	0.00000000000000000	0.04172702794892373	0.02302940860264247	0.14872719823834729	0.02511426153651502	0.21134893207831495	0.03255859168676139	0.00064596537155721	0.00884259542745176	0.00000000000000000	0.00000000000000000	0.05703379977050797	0.02215920911812909	0.13452157856668270	0.00747694016548393	0.22159918706741322	0.00000000000000000	0.03314689612392880	0.01770490192211579	0.00000000000000000	0.00000000000000000	0.01436350637522471	0.00200000000000000	0.51502866686267401	0.85993839520607152
Moffitt_GEO_array_GSM1844112	0.00490984237087524	0.02567408838822917	0.00000000000000000	0.03656031207018574	0.00000000000000000	0.27137261288154957	0.01565678353625585	0.00566010717076549	0.04166665441735974	0.00000000000000000	0.09154891320325843	0.00000000000000000	0.00000000000000000	0.26503644598867077	0.03144016466991514	0.12724499922386059	0.00000000000000000	0.01153041334407856	0.00000000000000000	0.05953242161673727	0.01216624111825860	0.00000000000000000	0.00200000000000000	0.66712899122641800	0.77104979428981690
Moffitt_GEO_array_GSM1844113	0.00000000000000000	0.01320904266091633	0.01791814571810432	0.09714608556562432	0.00387154786996306	0.13329030559641866	0.02080619052036488	0.00794790071259675	0.02440289344763593	0.00000000000000000	0.00000000000000000	0.06514022418416987	0.01836080926265504	0.26771223937659894	0.01036090176500322	0.18430068249901799	0.02287488808262041	0.04735166656772238	0.05737417511901655	0.00000000000000000	0.00000000000000000	0.00793230105157129	0.00200000000000000	0.73830718284034236	0.73037295305199268
Moffitt_GEO_array_GSM1844114	0.01151576492784162	0.00000000000000000	0.02217127072417896	0.20337131934133143	0.00000000000000000	0.13903421388569781	0.02989008913812069	0.00000000000000000	0.02702330168719229	0.00000000000000000	0.00000000000000000	0.03455404246497528	0.05018409627659323	0.09151095458826063	0.04939728284166064	0.28664864830510456	0.00979269133226913	0.00000000000000000	0.02287177083929958	0.00000000000000000	0.01907624042535353	0.00295831322212054	0.00200000000000000	0.62817841608461455	0.80176742690849967
